Time,User,Nice,Sys,Idle,IO,Run,Ctxt/s,IRQ/s,Watts
13:46:36,49.9,0.0,0.2,50.0,0.0,25,72,24954,246.33,
13:46:36,49.8,0.0,0.2,50.0,0.0,25,90,24878,247.86,
13:46:37,50.0,0.0,0.1,49.9,0.0,25,144,25000,246.15,
13:46:37,49.7,0.0,0.3,50.0,0.0,25,210,24974,247.78,
13:46:38,48.9,0.0,1.2,49.9,0.0,25,106,25032,244.13,
13:46:38,48.7,0.0,1.3,50.0,0.0,25,78,24864,248.75,
13:46:39,49.3,0.0,0.7,50.0,0.0,25,76,24958,248.11,
13:46:39,49.9,0.0,0.2,49.9,0.0,25,1298,25204,246.96,
13:46:40,49.9,0.0,0.1,50.0,0.0,25,100,25010,246.72,
13:46:40,49.9,0.0,0.2,50.0,0.0,25,92,24898,247.94,
13:46:41,50.0,0.0,0.1,49.9,0.0,25,144,24996,246.63,
13:46:41,49.9,0.0,0.2,50.0,0.0,25,216,25136,247.83,
13:46:42,50.0,0.0,0.1,50.0,0.0,25,76,25150,246.51,
13:46:42,49.9,0.0,0.2,50.0,0.0,25,88,25060,248.26,
13:46:43,50.0,0.0,0.1,50.0,0.0,25,72,25148,246.57,
13:46:43,49.9,0.0,0.1,50.0,0.0,25,94,25110,248.18,
13:46:44,49.9,0.0,0.1,49.9,0.0,25,80,25164,247.04,
13:46:44,49.9,0.0,0.1,50.0,0.0,25,80,25058,247.64,
13:46:45,49.9,0.0,0.1,50.0,0.0,25,158,25202,246.72,
13:46:45,49.9,0.0,0.1,50.0,0.0,25,208,25156,248.41,
13:46:46,49.8,0.0,0.3,50.0,0.0,25,80,25156,247.01,
13:46:46,49.8,0.0,0.3,50.0,0.0,25,76,25050,246.58,
13:46:47,49.8,0.0,0.2,50.0,0.0,25,80,25150,248.04,
13:46:47,49.9,0.0,0.2,50.0,0.0,25,80,25088,247.12,
13:46:48,49.9,0.0,0.1,49.9,0.0,25,108,24892,247.68,
13:46:48,49.5,0.0,0.6,50.0,0.0,25,84,24700,246.67,
13:46:49,47.8,0.0,2.2,50.0,0.0,25,140,25014,243.81,
13:46:49,49.8,0.0,0.3,49.9,0.0,25,1500,25442,250.01,
13:46:50,49.4,0.0,0.6,50.0,0.0,25,106,25206,242.88,
13:46:50,49.9,0.0,0.1,50.0,0.0,25,92,25062,249.04,
13:46:51,50.0,0.0,0.1,50.0,0.0,25,72,25150,246.96,
13:46:51,49.9,0.0,0.1,50.0,0.0,25,84,25090,248.07,
13:46:52,49.9,0.0,0.1,49.9,0.0,25,76,25154,247.42,
13:46:52,49.9,0.0,0.1,50.0,0.0,25,84,25060,247.32,
13:46:53,49.9,0.0,0.1,50.0,0.0,25,148,25194,247.78,
13:46:53,49.9,0.0,0.1,50.0,0.0,25,226,25192,248.03,
