Time,User,Nice,Sys,Idle,IO,Run,Ctxt/s,IRQ/s,Watts
23:58:40,100.0,0.0,0.0,0.0,0.0,49,112,48096,246.42,
23:58:40,99.9,0.0,0.1,0.0,0.0,49,186,48024,246.22,
23:58:41,98.4,0.0,1.6,0.0,0.0,49,218,48026,244.99,
23:58:41,100.0,0.0,0.0,0.0,0.0,49,78,48014,246.59,
23:58:42,100.0,0.0,0.0,0.0,0.0,49,126,48108,246.15,
23:58:42,100.0,0.0,0.0,0.0,0.0,49,82,48012,246.05,
23:58:43,98.2,0.0,1.8,0.0,0.0,49,110,48022,245.92,
23:58:43,100.0,0.0,0.0,0.0,0.0,49,102,48070,246.18,
23:58:44,100.0,0.0,0.0,0.0,0.0,49,322,48180,246.12,
23:58:44,100.0,0.0,0.0,0.0,0.0,49,190,48066,246.68,
23:58:45,99.0,0.0,1.0,0.0,0.0,49,278,48064,245.99,
23:58:45,98.7,0.0,1.3,0.0,0.0,50,316,48364,246.08,
23:58:46,100.0,0.0,0.0,0.0,0.0,49,190,48208,246.60,
23:58:46,100.0,0.0,0.0,0.0,0.0,49,70,48012,246.27,
23:58:47,100.0,0.0,0.0,0.0,0.0,49,194,48064,246.40,
23:58:47,98.4,0.0,1.6,0.0,0.0,49,78,48018,244.35,
23:58:48,100.0,0.0,0.0,0.0,0.0,49,98,48050,244.25,
23:58:48,100.0,0.0,0.0,0.0,0.0,49,202,48500,244.79,
23:58:49,100.0,0.0,0.0,0.0,0.0,49,206,48014,244.30,
23:58:49,98.4,0.0,1.6,0.0,0.0,49,150,48030,243.57,
23:58:50,99.3,0.0,0.7,0.0,0.0,49,118,48100,244.32,
23:58:50,100.0,0.0,0.0,0.0,0.0,49,78,48014,243.33,
23:58:51,100.0,0.0,0.0,0.0,0.0,49,118,48066,243.61,
23:58:51,99.2,0.0,0.8,0.0,0.0,49,90,48016,244.24,
23:58:52,98.1,0.0,1.9,0.0,0.0,49,128,48568,242.88,
23:58:52,100.0,0.0,0.0,0.0,0.0,49,206,48120,242.57,
23:58:53,100.0,0.0,0.0,0.0,0.0,49,200,48472,242.53,
23:58:53,100.0,0.0,0.0,0.0,0.0,49,110,48064,242.52,
23:58:54,98.3,0.0,1.7,0.0,0.0,49,496,48140,243.17,
23:58:54,100.0,0.0,0.0,0.0,0.0,49,98,48110,244.53,
23:58:55,100.0,0.0,0.0,0.0,0.0,49,148,48208,244.18,
23:58:55,100.0,0.0,0.0,0.0,0.0,49,72,48052,244.63,
23:58:56,98.2,0.0,1.8,0.0,0.0,49,140,48148,245.17,
23:58:56,99.8,0.0,0.2,0.0,0.0,49,184,48454,245.52,
23:58:57,100.0,0.0,0.0,0.0,0.0,49,228,48118,246.10,
23:58:57,100.0,0.0,0.0,0.0,0.0,49,76,48060,245.63,
23:58:58,99.7,0.0,0.3,0.0,0.0,49,124,48096,245.82,
23:58:58,98.7,0.0,1.3,0.0,0.0,49,108,48208,245.99,
23:58:59,100.0,0.0,0.0,0.0,0.0,49,92,48062,246.27,
23:58:59,100.0,0.0,0.0,0.0,0.0,49,100,48116,246.07,
23:59:00,100.0,0.0,0.0,0.0,0.0,49,96,48092,246.52,
23:59:00,98.1,0.0,1.9,0.0,0.0,49,196,48170,245.28,
23:59:01,100.0,0.0,0.0,0.0,0.0,49,222,48072,246.11,
23:59:01,100.0,0.0,0.0,0.0,0.0,49,86,48014,246.60,
23:59:02,100.0,0.0,0.0,0.0,0.0,49,120,48140,246.05,
23:59:02,98.7,0.0,1.3,0.0,0.0,49,84,48062,245.01,
23:59:03,99.5,0.0,0.5,0.0,0.0,49,112,48022,246.58,
23:59:03,100.0,0.0,0.0,0.0,0.0,49,92,48108,245.97,
23:59:04,99.8,0.0,0.2,0.0,0.0,52,908,49270,245.77,
23:59:04,99.5,0.0,0.5,0.0,0.0,50,1212,47978,245.73,
23:59:05,98.0,0.0,2.0,0.0,0.0,49,330,48138,245.58,
23:59:05,100.0,0.0,0.0,0.0,0.0,49,78,48014,246.03,
23:59:06,100.0,0.0,0.0,0.0,0.0,49,174,48096,246.36,
23:59:06,100.0,0.0,0.0,0.0,0.0,49,72,48464,246.00,
23:59:07,98.4,0.0,1.6,0.0,0.0,49,154,48070,244.78,
23:59:07,100.0,0.0,0.0,0.0,0.0,49,104,48072,246.42,
23:59:08,99.9,0.0,0.1,0.0,0.0,49,126,48068,246.06,
23:59:08,100.0,0.0,0.0,0.0,0.0,49,186,48064,246.31,
23:59:09,98.9,0.0,1.1,0.0,0.0,49,282,48026,245.45,
23:59:09,99.2,0.0,0.8,0.0,0.0,49,104,48366,245.88,
23:59:10,100.0,0.0,0.0,0.0,0.0,49,124,48092,246.24,
23:59:10,100.0,0.0,0.0,0.0,0.0,49,68,48062,246.31,
23:59:11,100.0,0.0,0.0,0.0,0.0,50,140,48112,246.07,
23:59:11,98.1,0.0,1.9,0.0,0.0,49,72,48066,245.50,
23:59:12,100.0,0.0,0.0,0.0,0.0,49,132,48146,246.13,
23:59:12,100.0,0.0,0.0,0.0,0.0,49,150,48012,246.15,
23:59:13,100.0,0.0,0.0,0.0,0.0,49,206,48016,246.58,
23:59:13,98.3,0.0,1.7,0.0,0.0,49,122,48072,244.61,
23:59:14,100.0,0.0,0.0,0.0,0.0,49,314,48188,244.37,
23:59:14,100.0,0.0,0.0,0.0,0.0,49,98,48064,244.76,
23:59:15,100.0,0.0,0.0,0.0,0.0,49,168,48202,244.30,
23:59:15,99.0,0.0,1.0,0.0,0.0,49,88,48066,244.75,
23:59:16,99.0,0.0,1.0,0.0,0.0,49,140,48194,243.95,
23:59:16,100.0,0.0,0.0,0.0,0.0,49,152,48066,243.40,
23:59:17,100.0,0.0,0.0,0.0,0.0,49,224,48108,243.54,
23:59:17,99.8,0.0,0.2,0.0,0.0,49,92,48064,243.58,
23:59:18,97.4,0.0,2.6,0.0,0.0,49,96,48094,243.52,
23:59:18,100.0,0.0,0.0,0.0,0.0,49,92,48104,242.49,
23:59:19,100.0,0.0,0.0,0.0,0.0,49,86,48054,242.37,
23:59:19,100.0,0.0,0.0,0.0,0.0,49,96,48110,242.06,
23:59:20,98.4,0.0,1.6,0.0,0.0,49,120,48102,242.16,
23:59:20,100.0,0.0,0.0,0.0,0.0,50,154,48014,244.03,
23:59:21,100.0,0.0,0.0,0.0,0.0,49,244,48078,243.88,
23:59:21,100.0,0.0,0.0,0.0,0.0,49,72,48058,244.12,
23:59:22,98.9,0.0,1.1,0.0,0.0,49,152,48104,244.01,
23:59:22,99.2,0.0,0.8,0.0,0.0,49,88,48116,245.09,
23:59:23,100.0,0.0,0.0,0.0,0.0,49,158,48032,245.78,
23:59:23,100.0,0.0,0.0,0.0,0.0,49,90,48064,245.83,
23:59:24,99.9,0.0,0.1,0.0,0.0,49,360,48128,245.61,
23:59:24,98.5,0.0,1.5,0.0,0.0,49,186,48074,245.25,
23:59:25,100.0,0.0,0.0,0.0,0.0,49,274,48074,246.71,
23:59:25,100.0,0.0,0.0,0.0,0.0,49,74,48010,246.01,
23:59:26,100.0,0.0,0.0,0.0,0.0,49,146,48102,246.00,
23:59:26,98.1,0.0,1.9,0.0,0.0,49,98,48018,245.94,
23:59:27,100.0,0.0,0.0,0.0,0.0,49,118,48070,246.30,
23:59:27,100.0,0.0,0.0,0.0,0.0,49,78,48012,245.94,
23:59:28,99.9,0.0,0.1,0.0,0.0,49,106,48050,246.31,
23:59:28,98.5,0.0,1.5,0.0,0.0,49,206,48168,245.16,
23:59:29,99.8,0.0,0.2,0.0,0.0,49,280,48336,246.24,
23:59:29,100.0,0.0,0.0,0.0,0.0,49,90,48062,246.21,
23:59:30,100.0,0.0,0.0,0.0,0.0,49,182,48042,246.23,
23:59:30,99.4,0.0,0.6,0.0,0.0,49,92,48062,245.66,
23:59:31,98.9,0.0,1.1,0.0,0.0,49,184,48134,245.92,
23:59:31,100.0,0.0,0.0,0.0,0.0,49,80,48118,246.27,
23:59:32,100.0,0.0,0.0,0.0,0.0,49,188,48146,246.12,
23:59:32,100.0,0.0,0.0,0.0,0.0,49,148,48054,245.98,
23:59:33,98.4,0.0,1.6,0.0,0.0,49,228,48066,245.40,
23:59:33,100.0,0.0,0.0,0.0,0.0,49,88,48116,245.96,
23:59:34,100.0,0.0,0.0,0.0,0.0,49,316,48166,246.23,
23:59:34,100.0,0.0,0.0,0.0,0.0,49,88,48106,246.33,
23:59:35,98.4,0.0,1.6,0.0,0.0,49,152,48208,245.42,
23:59:35,100.0,0.0,0.0,0.0,0.0,49,64,48060,245.95,
23:59:36,100.0,0.0,0.0,0.0,0.0,50,128,48138,246.22,
23:59:36,100.0,0.0,0.0,0.0,0.0,49,154,48012,246.11,
23:59:37,98.9,0.0,1.1,0.0,0.0,49,244,48068,245.63,
23:59:37,99.0,0.0,1.0,0.0,0.0,49,84,48534,246.14,
23:59:38,100.0,0.0,0.0,0.0,0.0,49,126,48078,246.28,
23:59:38,100.0,0.0,0.0,0.0,0.0,49,106,48064,246.24,
23:59:39,100.0,0.0,0.0,0.0,0.0,50,146,48068,245.98,
23:59:39,98.4,0.0,1.6,0.0,0.0,49,120,48538,244.51,
23:59:40,100.0,0.0,0.0,0.0,0.0,50,130,48058,244.44,
23:59:40,100.0,0.0,0.0,0.0,0.0,49,158,48020,244.32,
23:59:41,100.0,0.0,0.0,0.0,0.0,49,250,48066,244.51,
23:59:41,97.8,0.0,2.2,0.0,0.0,49,90,48020,245.40,
23:59:42,100.0,0.0,0.0,0.0,0.0,49,138,48102,243.31,
23:59:42,100.0,0.0,0.0,0.0,0.0,49,68,48056,243.53,
23:59:43,100.0,0.0,0.0,0.0,0.0,49,100,48062,243.45,
23:59:43,98.0,0.0,2.0,0.0,0.0,49,116,48576,244.56,
23:59:44,99.0,0.0,1.0,0.0,0.0,49,398,48176,242.87,
23:59:44,100.0,0.0,0.0,0.0,0.0,49,158,48106,242.59,
23:59:45,100.0,0.0,0.0,0.0,0.0,50,266,48246,242.38,
23:59:45,99.5,0.0,0.5,0.0,0.0,50,184,48308,242.37,
23:59:46,98.5,0.0,1.5,0.0,0.0,49,268,48112,243.48,
23:59:46,100.0,0.0,0.0,0.0,0.0,49,68,48056,244.44,
23:59:47,100.0,0.0,0.0,0.0,0.0,49,114,48104,244.29,
23:59:47,99.9,0.0,0.1,0.0,0.0,49,70,48056,244.17,
23:59:48,98.0,0.0,2.0,0.0,0.0,49,108,48096,245.23,
23:59:48,100.0,0.0,0.0,0.0,0.0,49,188,48156,245.83,
23:59:49,100.0,0.0,0.0,0.0,0.0,49,200,48056,245.60,
23:59:49,100.0,0.0,0.0,0.0,0.0,49,92,48106,245.86,
23:59:50,98.5,0.0,1.5,0.0,0.0,49,120,48096,245.62,
23:59:50,99.9,0.0,0.1,0.0,0.0,49,76,48060,246.32,
23:59:51,100.0,0.0,0.0,0.0,0.0,49,120,48118,246.14,
23:59:51,100.0,0.0,0.0,0.0,0.0,49,60,48054,246.20,
23:59:52,99.1,0.0,0.9,0.0,0.0,49,142,48052,245.72,
23:59:52,99.1,0.0,0.9,0.0,0.0,50,224,48314,245.52,
23:59:53,100.0,0.0,0.0,0.0,0.0,49,208,48504,246.18,
23:59:53,100.0,0.0,0.0,0.0,0.0,49,92,48112,245.89,
23:59:54,100.0,0.0,0.0,0.0,0.0,49,318,48176,246.20,
23:59:54,98.4,0.0,1.6,0.0,0.0,49,96,48120,244.85,
23:59:55,100.0,0.0,0.0,0.0,0.0,49,128,48106,246.02,
23:59:55,100.0,0.0,0.0,0.0,0.0,49,72,48058,246.14,
23:59:56,100.0,0.0,0.0,0.0,0.0,49,144,48148,246.09,
23:59:56,98.2,0.0,1.8,0.0,0.0,49,184,48124,244.63,
23:59:57,100.0,0.0,0.0,0.0,0.0,49,236,48118,246.64,
23:59:57,100.0,0.0,0.0,0.0,0.0,49,72,48062,245.96,
