start: Thu Aug 30 02:33:03 UTC 2018
end: Thu Aug 30 03:02:14 UTC 2018
start: Thu Aug 30 03:02:14 UTC 2018
end: Thu Aug 30 03:31:01 UTC 2018
start: Thu Aug 30 03:31:01 UTC 2018
end: Thu Aug 30 03:58:40 UTC 2018
start: Thu Aug 30 03:58:40 UTC 2018
end: Thu Aug 30 04:25:18 UTC 2018
start: Thu Aug 30 04:25:18 UTC 2018
end: Thu Aug 30 04:55:19 UTC 2018
start: Thu Aug 30 04:55:19 UTC 2018
end: Thu Aug 30 05:24:59 UTC 2018
start: Thu Aug 30 05:24:59 UTC 2018
end: Thu Aug 30 05:54:13 UTC 2018
start: Thu Aug 30 05:54:13 UTC 2018
end: Thu Aug 30 06:23:04 UTC 2018
start: Thu Aug 30 06:23:04 UTC 2018
end: Thu Aug 30 06:53:31 UTC 2018
start: Thu Aug 30 06:53:31 UTC 2018
end: Thu Aug 30 07:23:48 UTC 2018
start: Thu Aug 30 07:23:48 UTC 2018
end: Thu Aug 30 07:53:46 UTC 2018
start: Thu Aug 30 07:53:46 UTC 2018
end: Thu Aug 30 08:23:38 UTC 2018
start: Thu Aug 30 08:23:38 UTC 2018
end: Thu Aug 30 08:54:38 UTC 2018
start: Thu Aug 30 08:54:38 UTC 2018
end: Thu Aug 30 09:25:19 UTC 2018
start: Thu Aug 30 09:25:19 UTC 2018
end: Thu Aug 30 09:55:52 UTC 2018
start: Thu Aug 30 09:55:52 UTC 2018
end: Thu Aug 30 10:26:35 UTC 2018
start: Thu Aug 30 10:26:35 UTC 2018
end: Thu Aug 30 10:58:15 UTC 2018
start: Thu Aug 30 10:58:15 UTC 2018
end: Thu Aug 30 11:29:25 UTC 2018
start: Thu Aug 30 11:29:25 UTC 2018
end: Thu Aug 30 12:00:20 UTC 2018
start: Thu Aug 30 12:00:20 UTC 2018
end: Thu Aug 30 12:31:46 UTC 2018
start: Thu Aug 30 12:31:46 UTC 2018
end: Thu Aug 30 13:03:45 UTC 2018
start: Thu Aug 30 13:03:45 UTC 2018
end: Thu Aug 30 13:35:15 UTC 2018
start: Thu Aug 30 13:35:15 UTC 2018
end: Thu Aug 30 14:06:32 UTC 2018
start: Thu Aug 30 14:06:32 UTC 2018
end: Thu Aug 30 14:38:11 UTC 2018
